,match_id,date,batter,batter_runs,balls_faced,wicket_type,won,innings,wickets_fallen,bowling_team,batting_team,venue,toss_winner,runs_remain,net_run_rate,final_team_total,first_ball,current_team_total,is_powerplay,strike_rate,out,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form
6563,West Indies_South Africa_2023-03-28,2023-03-28,BC Fortuin,0,1,0,0.0,2,6,West Indies,South Africa,New Wanderers Stadium,1,7.0,-0.3499999999999996,213,113,195,False,0.0,False,120,10.0,0.0,0.0,9.0,0.0,0.0,4.0
2614,New Zealand_India_2009-02-27,2009-02-27,SK Raina,0,4,caught,0.0,1,1,New Zealand,India,Sky Stadium,0,-1.0,-0.0499999999999998,149,22,29,True,0.0,True,27,32.0,61.0,0.0,84.0,0.0,24.0,48.0
6614,England_Australia_2022-10-12,2022-10-12,MS Wade,10,10,0,0.0,2,5,England,Australia,Manuka Oval,1,8.0,-0.4000000000000003,170,86,114,False,100.0,False,120,36.0,0.0,0.0,31.0,6.0,0.0,27.5
8698,Pakistan_Sri Lanka_2007-09-17,2007-09-17,Shahid Afridi,17,9,bowled,1.0,1,4,Sri Lanka,Pakistan,New Wanderers Stadium,0,-1.0,1.6499999999999997,189,91,135,False,188.89,True,112,13.0,6.0,,37.0,0.0,7.0,7.0
9867,New Zealand_England_2008-02-05,2008-02-05,GP Swann,15,10,0,1.0,1,6,New Zealand,England,Eden Park,0,-1.0,1.5999999999999996,184,101,158,False,150.0,False,120,2.0,0.0,,33.0,0.0,0.0,0.0
6654,India_South Africa_2022-06-14,2022-06-14,A Nortje,0,1,run out,0.0,2,8,India,South Africa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,48.0,-2.3999999999999995,131,111,130,False,0.0,True,113,6.0,0.0,0.0,5.0,0.0,0.0,0.0
4999,Sri Lanka_Pakistan_2017-10-26,2017-10-26,NLTC Perera,6,7,caught,0.0,1,7,Pakistan,Sri Lanka,Sheikh Zayed Stadium,0,-1.0,-0.8423076923076929,102,76,68,False,85.71,True,95,18.0,3.0,0.0,27.0,12.0,6.0,0.0
7326,Australia_Sri Lanka_2022-02-11,2022-02-11,P Nissanka,36,37,caught,0.0,2,0,Australia,Sri Lanka,Sydney Cricket Ground,1,85.0,-1.0289473684210524,122,0,1,True,97.3,True,62,50.0,0.0,0.0,125.0,49.0,18.0,0.0
10577,South Africa_Sri Lanka_2017-01-22,2017-01-22,AM Phangiso,13,19,caught,0.0,1,7,Sri Lanka,South Africa,New Wanderers Stadium,1,-1.0,-0.4008474576271181,113,73,74,False,68.42,True,117,22.0,21.0,6.0,24.0,16.0,,0.0
356,South Africa_Sri Lanka_2018-08-14,2018-08-14,BKG Mendis,1,3,lbw,1.0,2,0,South Africa,Sri Lanka,R. Premadasa Stadium,0,92.0,1.2874999999999996,99,1,1,True,33.33,True,6,10.0,0.0,49.0,86.0,0.0,56.0,0.0
3908,India_Australia_2019-02-24,2019-02-24,GJ Maxwell,56,43,caught,1.0,2,2,India,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,37.0,0.0499999999999998,127,14,5,True,130.23,True,81,11.0,24.0,12.0,112.0,62.0,0.0,0.0
899,India_New Zealand_2021-11-21,2021-11-21,TA Boult,2,2,caught and bowled,0.0,2,9,India,New Zealand,Eden Gardens,0,73.0,-3.65,111,98,101,False,100.0,True,104,7.0,0.0,,16.0,0.0,0.0,0.0
6570,West Indies_Australia_2012-03-30,2012-03-30,MS Wade,17,20,caught and bowled,0.0,2,4,West Indies,Australia,Kensington Oval,0,27.0,-0.7000000000000002,146,76,98,False,85.0,True,106,0.0,3.0,0.0,69.0,0.0,18.0,0.0
9450,New Zealand_West Indies_2008-12-26,2008-12-26,RR Sarwan,4,12,caught,-1.0,2,2,New Zealand,West Indies,Eden Park,0,46.0,0.0,155,56,83,False,33.33,True,79,0.0,42.0,,60.0,0.0,31.0,0.0
7746,New Zealand_Australia_2024-02-21,2024-02-21,R Ravindra,68,35,caught,0.0,1,1,Australia,New Zealand,Sky Stadium,1,-1.0,-0.0500000000000007,215,32,62,False,194.29,True,96,19.0,24.0,,100.0,45.0,6.0,0.0
5352,India_South Africa_2015-10-05,2015-10-05,AR Patel,9,12,caught,0.0,1,5,South Africa,India,Barabati Stadium,0,-1.0,-0.9922330097087376,92,71,67,False,75.0,True,94,0.0,18.0,,26.0,12.0,15.0,2.0
7726,Pakistan_South Africa_2022-11-03,2022-11-03,T Stubbs,18,18,caught,0.0,2,4,Pakistan,South Africa,Sydney Cricket Ground,0,84.0,-1.5357142857142856,108,46,66,False,100.0,True,76,18.0,6.0,26.0,59.0,9.0,0.0,14.5
10125,Sri Lanka_Pakistan_2009-08-12,2009-08-12,M Muralitharan,1,4,caught,0.0,2,7,Pakistan,Sri Lanka,R. Premadasa Stadium,0,53.0,-2.6,120,96,115,False,25.0,True,105,6.0,,,20.0,,13.0,0.0
8766,England_Pakistan_2010-09-05,2010-09-05,Mohammad Yousuf,26,18,caught,0.0,1,1,England,Pakistan,Sophia Gardens,0,-1.0,-1.214563106796116,126,9,14,True,144.44,True,41,31.0,24.0,,88.0,24.0,42.0,0.0
5916,Pakistan_England_2022-09-25,2022-09-25,Mohammad Rizwan,88,66,caught,1.0,1,0,England,Pakistan,National Stadium,0,-1.0,0.1500000000000003,166,1,0,True,133.33,True,116,49.0,49.0,0.0,95.0,24.0,24.0,45.875
3353,England_Pakistan_2016-09-07,2016-09-07,Khalid Latif,59,42,0,1.0,2,0,England,Pakistan,Old Trafford,0,-4.0,2.620786516853933,139,1,0,True,140.48,False,89,82.0,18.0,,55.0,24.0,24.0,0.0
3028,India_New Zealand_2016-03-15,2016-03-15,RG Sharma,5,7,stumped,0.0,2,0,New Zealand,India,Vidarbha Cricket Association Stadium,0,116.0,-2.35,79,1,1,True,71.43,True,14,36.0,52.0,0.0,58.0,26.0,66.0,9.333333333333334
9612,India_Pakistan_2012-09-30,2012-09-30,Imran Nazir,8,5,lbw,0.0,1,0,India,Pakistan,R. Premadasa Stadium,1,-1.0,-1.1882352941176464,128,0,1,True,160.0,True,8,37.0,40.0,0.0,67.0,24.0,55.0,12.4
4205,Australia_South Africa_2023-08-30,2023-08-30,MP Stoinis,6,9,caught,1.0,1,3,South Africa,Australia,Kingsmead,0,-1.0,5.550000000000001,226,33,70,False,66.67,True,42,22.0,0.0,25.0,83.0,24.0,0.0,0.0
2905,South Africa_England_2021-11-06,2021-11-06,MM Ali,37,26,caught,0.0,2,1,South Africa,England,Sharjah Cricket Stadium,1,79.0,-0.5,179,26,39,True,142.31,True,74,0.0,7.0,24.0,116.0,24.0,25.0,2.0
9387,England_India_2009-06-14,2009-06-14,SCJ Broad,3,1,0,1.0,1,7,India,England,Lord's,0,-1.0,0.1500000000000003,153,119,148,False,300.0,False,120,2.0,0.0,,0.0,0.0,3.0,9.0
4592,South Africa_Pakistan_2021-04-16,2021-04-16,Fakhar Zaman,60,32,caught,1.0,2,1,South Africa,Pakistan,SuperSport Park,1,52.0,0.3126050420168074,149,3,2,True,187.5,True,56,22.0,46.0,25.0,151.0,0.0,0.0,17.5
4699,Pakistan_England_2022-09-28,2022-09-28,Shadab Khan,7,2,run out,1.0,1,6,England,Pakistan,Gaddafi Stadium,0,-1.0,0.2999999999999998,145,79,92,False,350.0,True,82,13.0,0.0,0.0,56.0,4.0,4.0,22.0
5701,Pakistan_Sri Lanka_2022-09-09,2022-09-09,Asif Ali,0,1,bowled,0.0,1,6,Sri Lanka,Pakistan,Dubai International Cricket Stadium,0,-1.0,-1.2441176470588236,121,90,91,False,0.0,True,90,13.0,0.0,0.0,14.0,1.0,13.0,13.666666666666666
4269,Pakistan_New Zealand_2023-04-14,2023-04-14,MS Chapman,34,27,caught,0.0,2,3,Pakistan,New Zealand,Gaddafi Stadium,0,107.0,-4.4,94,30,29,True,125.93,True,71,18.0,12.0,0.0,75.0,43.0,12.0,24.5
5282,Australia_Afghanistan_2022-11-04,2022-11-04,KW Richardson,1,1,run out,1.0,1,7,Afghanistan,Australia,Adelaide Oval,0,-1.0,0.200000000000001,168,111,157,False,100.0,True,114,6.0,0.0,,15.0,0.0,0.0,0.0
6557,South Africa_England_2020-02-14,2020-02-14,BC Fortuin,0,1,caught,0.0,2,7,England,South Africa,Kingsmead,1,2.0,-0.0999999999999996,202,120,202,False,0.0,True,120,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3867,Australia_Sri Lanka_2013-01-28,2013-01-28,GJ Maxwell,8,3,0,0.0,2,3,Sri Lanka,Australia,Melbourne Cricket Ground,1,42.0,-0.1166666666666671,119,86,109,False,266.67,False,90,18.0,6.0,0.0,12.0,0.0,0.0,0.0
6231,New Zealand_Australia_2024-02-21,2024-02-21,MR Marsh,72,44,0,1.0,2,1,New Zealand,Australia,Sky Stadium,0,-1.0,0.0500000000000007,216,23,29,True,163.64,False,120,20.0,24.0,0.0,117.0,45.0,6.0,20.666666666666668
5677,Pakistan_Australia_2018-10-28,2018-10-28,Asif Ali,4,5,caught,1.0,1,3,Australia,Pakistan,Dubai International Cricket Stadium,1,-1.0,1.6500000000000004,150,101,126,False,80.0,True,110,6.0,0.0,0.0,25.0,4.0,0.0,5.5
6720,New Zealand_India_2020-02-02,2020-02-02,S Dube,5,6,caught,1.0,1,3,New Zealand,India,Bay Oval,1,-1.0,0.3500000000000005,163,101,139,False,83.33,True,113,0.0,0.0,0.0,39.0,2.0,0.0,9.0
1607,West Indies_England_2022-01-26,2022-01-26,LS Livingstone,11,9,caught,0.0,2,3,West Indies,England,Kensington Oval,1,117.0,-1.0,204,53,89,False,122.22,True,67,54.0,6.0,0.0,51.0,18.0,7.0,0.0
1372,England_New Zealand_2015-06-23,2015-06-23,JM Bairstow,1,2,bowled,1.0,1,2,New Zealand,England,Old Trafford,1,-1.0,2.8000000000000007,191,50,77,False,50.0,True,54,16.0,4.0,0.0,67.0,16.0,19.0,0.0
327,Australia_India_2016-01-29,2016-01-29,AJ Tye,4,4,bowled,0.0,2,7,India,Australia,Melbourne Cricket Ground,1,27.0,-1.3499999999999996,157,116,153,False,100.0,True,120,0.0,,,11.0,0.0,0.0,0.0
9567,New Zealand_India_2009-02-25,2009-02-25,Harbhajan Singh,21,22,bowled,0.0,1,7,New Zealand,India,AMI Stadium,0,-1.0,-0.714159292035399,162,82,101,False,95.45,True,120,9.0,13.0,,40.0,0.0,11.0,0.0
1090,South Africa_New Zealand_2015-08-14,2015-08-14,AB de Villiers,33,20,caught,1.0,2,1,New Zealand,South Africa,Kingsmead,1,66.0,0.9733644859813096,152,32,35,False,165.0,True,65,13.0,37.0,0.0,83.0,0.0,30.0,0.0
2549,Australia_India_2022-09-25,2022-09-25,V Kohli,63,48,caught,1.0,2,1,Australia,India,Rajiv Gandhi International Cricket Stadium,1,4.0,0.1285714285714281,187,7,5,True,131.25,True,116,18.0,24.0,0.0,138.0,48.0,6.0,38.333333333333336
7355,Sri Lanka_West Indies_2021-03-03,2021-03-03,KNA Bandara,10,6,run out,0.0,1,6,West Indies,Sri Lanka,Coolidge Cricket Ground,0,-1.0,-3.627215189873419,131,99,107,False,166.67,True,117,3.0,0.0,0.0,18.0,0.0,0.0,0.0
6313,West Indies_England_2019-03-10,2019-03-10,JD Campbell,11,14,caught,0.0,1,1,England,West Indies,Warner Park Sporting Complex,1,-1.0,-3.307142857142857,71,1,0,True,78.57,True,25,20.0,24.0,,56.0,33.0,6.0,0.0
7574,West Indies_Australia_2024-02-13,2024-02-13,JP Inglis,1,3,caught and bowled,0.0,2,2,West Indies,Australia,Perth Stadium,0,103.0,-1.85,183,76,115,False,33.33,True,84,18.0,0.0,0.0,60.0,12.0,6.0,21.5
8096,India_Australia_2023-12-01,2023-12-01,YBK Jaiswal,37,28,caught,1.0,1,0,Australia,India,Shaheed Veer Narayan Singh International Stadium,0,-1.0,0.9999999999999992,174,1,0,True,132.14,True,36,50.0,24.0,0.0,97.0,49.0,30.0,26.666666666666668
8690,Pakistan_Sri Lanka_2009-06-12,2009-06-12,Younis Khan,50,37,caught,0.0,2,2,Sri Lanka,Pakistan,Lord's,0,42.0,-0.9500000000000002,131,32,35,False,135.14,True,100,11.0,7.0,,60.0,26.0,78.0,46.0
10462,West Indies_Australia_2012-03-30,2012-03-30,GE Mathurin,3,4,bowled,1.0,1,8,Australia,West Indies,Kensington Oval,1,-1.0,0.7000000000000002,160,110,155,False,75.0,True,118,,,,20.0,,,1.0
956,South Africa_Australia_2016-03-04,2016-03-04,Q de Kock,7,8,caught and bowled,1.0,2,1,Australia,South Africa,Kingsmead,0,140.0,0.3224137931034487,158,1,0,True,87.5,True,17,0.0,0.0,0.0,174.0,49.0,12.0,0.0
9437,Pakistan_West Indies_2014-04-01,2014-04-01,DJG Sammy,42,20,0,1.0,1,5,Pakistan,West Indies,Shere Bangla National Stadium,1,-1.0,4.200000000000001,166,84,81,False,210.0,False,120,11.0,8.0,,19.0,0.0,25.0,22.5
3271,South Africa_West Indies_2021-06-29,2021-06-29,DJ Bravo,0,1,0,0.0,2,7,South Africa,West Indies,National Cricket Stadium,1,1.0,-0.0499999999999989,166,114,153,False,0.0,False,120,1.0,0.0,0.0,16.0,0.0,0.0,10.0
4759,Australia_India_2016-01-29,2016-01-29,S Dhawan,42,31,caught,1.0,1,0,Australia,India,Melbourne Cricket Ground,0,-1.0,1.3499999999999996,184,1,0,True,135.48,True,66,36.0,36.0,0.0,116.0,0.0,45.0,5.0
9092,New Zealand_Pakistan_2009-11-12,2009-11-12,SE Bond,1,1,caught,0.0,2,7,Pakistan,New Zealand,Dubai International Cricket Stadium,1,49.0,-1.9959459459459463,112,103,100,False,100.0,True,111,0.0,0.0,,15.0,3.0,3.0,0.0
9446,South Africa_West Indies_2016-03-25,2016-03-25,DJG Sammy,0,1,bowled,1.0,2,6,South Africa,West Indies,Vidarbha Cricket Association Stadium,1,22.0,0.1542372881355929,123,101,100,False,0.0,True,101,0.0,0.0,,35.0,4.0,0.0,0.0
1520,England_South Africa_2017-06-21,2017-06-21,DA Miller,9,7,caught,0.0,1,2,England,South Africa,The Rose Bowl,1,-1.0,-2.7620689655172423,142,8,8,True,128.57,True,25,29.0,36.0,18.0,69.0,42.0,0.0,0.0
3362,West Indies_Pakistan_2017-03-30,2017-03-30,Babar Azam,27,28,caught,1.0,1,1,West Indies,Pakistan,Queen's Park Oval,0,-1.0,0.1499999999999994,132,6,4,True,96.43,True,47,50.0,19.0,0.0,98.0,43.0,24.0,29.0
7656,India_South Africa_2022-10-30,2022-10-30,DJ Hooda,0,3,caught,0.0,1,3,South Africa,India,Perth Stadium,1,-1.0,-0.3161016949152531,133,42,41,False,0.0,True,45,25.0,18.0,0.0,85.0,0.0,30.0,0.0
7080,West Indies_New Zealand_2020-11-27,2020-11-27,DP Conway,41,28,caught,1.0,2,1,West Indies,New Zealand,Eden Park,1,40.0,0.4239130434782598,179,5,7,True,146.43,True,74,20.0,25.0,0.0,155.0,0.0,0.0,0.0
7039,Sri Lanka_Afghanistan_2024-02-17,2024-02-17,Karim Janat,20,16,lbw,0.0,2,5,Sri Lanka,Afghanistan,Rangiri Dambulla International Stadium,1,35.0,-0.2000000000000001,156,70,87,False,125.0,True,97,19.0,0.0,0.0,56.0,21.0,6.0,0.0
4987,Sri Lanka_Pakistan_2015-08-01,2015-08-01,NLTC Perera,1,3,stumped,0.0,1,3,Pakistan,Sri Lanka,R. Premadasa Stadium,1,-1.0,-0.4000000000000003,172,53,62,False,33.33,True,57,32.0,13.0,0.0,43.0,22.0,24.0,2.0
5772,Australia_West Indies_2022-10-07,2022-10-07,OF Smith,4,6,bowled,0.0,2,6,Australia,West Indies,Brisbane Cricket Ground,1,35.0,-1.5500000000000007,147,101,123,False,66.67,True,115,9.0,0.0,0.0,33.0,0.0,0.0,27.0
1056,South Africa_West Indies_2009-06-13,2009-06-13,AB de Villiers,17,10,caught,1.0,1,2,West Indies,South Africa,The Oval,0,-1.0,1.0,183,72,106,False,170.0,True,98,12.0,18.0,0.0,61.0,0.0,6.0,13.0
6171,Sri Lanka_New Zealand_2019-09-03,2019-09-03,SC Kuggeleijn,8,5,lbw,1.0,2,1,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,0,125.0,0.3398305084745754,165,11,19,True,160.0,True,20,18.0,24.0,25.0,80.0,40.0,31.0,0.0
10171,England_Pakistan_2012-02-25,2012-02-25,Saeed Ajmal,0,0,run out,0.0,2,8,England,Pakistan,Dubai International Cricket Stadium,0,39.0,-1.9000000000000004,112,101,111,False,0.0,True,102,0.0,0.0,,0.0,0.0,0.0,0.0
8952,England_Sri Lanka_2006-06-15,2006-06-15,KC Sangakkara,21,14,caught,1.0,1,3,England,Sri Lanka,The Rose Bowl,1,-1.0,0.0999999999999996,163,60,84,False,150.0,True,83,0.0,24.0,,85.0,0.0,18.0,0.0
9745,New Zealand_England_2013-02-09,2013-02-09,NL McCullum,3,6,caught,0.0,2,5,England,New Zealand,Eden Park,1,80.0,-2.0,174,86,127,False,50.0,True,95,13.0,6.0,,42.0,0.0,11.0,0.0
5402,Australia_Sri Lanka_2022-02-13,2022-02-13,MD Gunathilaka,0,1,caught,-1.0,2,0,Australia,Sri Lanka,Sydney Cricket Ground,1,161.0,0.0,164,1,0,True,0.0,True,5,0.0,0.0,0.0,162.0,48.0,30.0,1.0
2392,Pakistan_West Indies_2016-09-23,2016-09-23,SP Narine,1,4,run out,0.0,1,7,Pakistan,West Indies,Dubai International Cricket Stadium,0,-1.0,-2.3430232558139537,115,66,48,False,25.0,True,69,44.0,7.0,,23.0,0.0,7.0,0.0
5962,India_South Africa_2022-06-09,2022-06-09,HE van der Dussen,75,45,0,1.0,2,2,India,South Africa,Arun Jaitley Stadium,1,-1.0,0.5108695652173907,212,33,61,False,166.67,False,115,18.0,36.0,13.0,105.0,7.0,0.0,0.0
4487,Sri Lanka_Pakistan_2015-07-30,2015-07-30,Mohammad Hafeez,17,14,caught,1.0,1,1,Sri Lanka,Pakistan,R. Premadasa Stadium,1,-1.0,1.4500000000000002,175,13,10,True,121.43,True,45,57.0,18.0,0.0,84.0,48.0,6.0,0.0
9973,Australia_Pakistan_2009-05-07,2009-05-07,CJ Ferguson,8,9,stumped,0.0,1,4,Pakistan,Australia,Dubai International Cricket Stadium,0,-1.0,-1.2734693877551022,108,58,69,False,88.89,True,76,9.0,0.0,,39.0,15.0,44.0,0.0
3431,New Zealand_Pakistan_2023-04-17,2023-04-17,Babar Azam,1,6,caught,0.0,2,0,New Zealand,Pakistan,Gaddafi Stadium,0,157.0,-0.2000000000000001,159,1,0,True,16.67,True,11,35.0,30.0,0.0,137.0,42.0,0.0,55.0
5603,South Africa_Sri Lanka_2014-03-22,2014-03-22,LD Chandimal,12,9,stumped,1.0,1,4,South Africa,Sri Lanka,Zahur Ahmed Chowdhury Stadium,1,-1.0,0.25,165,82,107,False,133.33,True,101,0.0,0.0,0.0,52.0,8.0,18.0,0.0
4270,Pakistan_New Zealand_2023-04-15,2023-04-15,MS Chapman,65,40,0,0.0,2,2,Pakistan,New Zealand,Gaddafi Stadium,0,38.0,-1.9,154,48,53,False,162.5,False,120,25.0,26.0,0.0,78.0,12.0,6.0,27.666666666666668
6799,England_New Zealand_2021-11-10,2021-11-10,JDS Neesham,27,11,caught,1.0,2,4,England,New Zealand,Zayed Cricket Stadium,1,19.0,0.4894736842105249,167,92,107,False,245.45,True,108,6.0,0.0,,30.0,13.0,3.0,1.0
2701,India_Pakistan_2016-02-27,2016-02-27,Yuvraj Singh,14,32,0,1.0,2,3,Pakistan,India,Shere Bangla National Stadium,1,-2.0,1.3338709677419347,85,17,9,True,43.75,False,93,72.0,32.0,0.0,51.0,0.0,19.0,8.333333333333334
1642,New Zealand_England_2013-02-12,2013-02-12,JC Buttler,54,30,caught,0.0,2,4,New Zealand,England,Seddon Park,1,77.0,-2.75,137,56,44,False,180.0,True,103,40.0,6.0,0.0,67.0,0.0,18.0,32.0
2364,South Africa_West Indies_2016-03-25,2016-03-25,CR Brathwaite,10,10,0,1.0,2,6,South Africa,West Indies,Vidarbha Cricket Association Stadium,1,-1.0,0.1542372881355929,123,102,100,False,100.0,False,118,0.0,0.0,0.0,35.0,2.0,0.0,0.0
9702,Australia_West Indies_2014-03-28,2014-03-28,BJ Hodge,35,25,bowled,0.0,1,4,West Indies,Australia,Shere Bangla National Stadium,1,-1.0,-0.2016949152542366,178,58,78,False,140.0,True,107,47.0,0.0,0.0,35.0,24.0,24.0,11.333333333333334
8871,Sri Lanka_South Africa_2012-09-22,2012-09-22,DPMD Jayawardene,4,6,caught,0.0,2,0,South Africa,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium,1,70.0,-4.571428571428571,46,1,0,True,66.67,True,12,0.0,12.0,,70.0,0.0,6.0,0.0
5113,West Indies_India_2023-08-03,2023-08-03,SO Hetmyer,10,12,caught,1.0,1,4,India,West Indies,Brian Lara Stadium,1,-1.0,0.2000000000000001,149,86,100,False,83.33,True,109,28.0,0.0,0.0,42.0,6.0,0.0,0.0
10242,Pakistan_South Africa_2010-05-10,2010-05-10,Abdur Rehman,2,1,0,1.0,1,7,South Africa,Pakistan,Daren Sammy National Cricket Stadium,1,-1.0,0.5500000000000007,148,118,145,False,200.0,False,120,0.0,0.0,,1.0,0.0,1.0,2.0
9036,New Zealand_South Africa_2012-02-22,2012-02-22,J Botha,2,7,caught,1.0,1,5,New Zealand,South Africa,Eden Park,0,-1.0,0.1500000000000003,165,86,130,False,28.57,True,101,0.0,0.0,,63.0,,12.0,14.0
6540,West Indies_South Africa_2021-07-01,2021-07-01,T Bavuma,7,10,lbw,0.0,2,1,West Indies,South Africa,National Cricket Stadium,1,131.0,-1.0499999999999998,146,8,8,True,70.0,True,26,27.0,24.0,25.0,147.0,0.0,12.0,23.0
4243,New Zealand_England_2019-11-05,2019-11-05,JM Vince,49,39,caught,0.0,2,1,New Zealand,England,Saxton Oval,0,33.0,-0.6999999999999993,166,18,27,True,125.64,True,102,20.0,26.0,,141.0,32.0,0.0,30.0
891,West Indies_New Zealand_2014-07-06,2014-07-06,TA Boult,5,5,run out,0.0,2,8,West Indies,New Zealand,Windsor Park,1,39.0,-1.95,126,109,121,False,100.0,True,115,7.0,0.0,,12.0,0.0,0.0,0.0
2453,India_England_2021-03-18,2021-03-18,BA Stokes,46,23,caught,0.0,2,3,India,England,Narendra Modi Stadium,1,45.0,-0.4000000000000003,177,54,66,False,200.0,True,97,6.0,0.0,0.0,89.0,25.0,18.0,24.0
7300,India_Australia_2023-12-01,2023-12-01,SA Yadav,1,2,caught,1.0,1,2,Australia,India,Shaheed Veer Narayan Singh International Stadium,0,-1.0,0.9999999999999992,174,48,63,False,50.0,True,49,32.0,12.0,0.0,58.0,32.0,18.0,46.0
7079,England_Australia_2022-10-09,2022-10-09,DR Sams,6,4,caught,0.0,2,6,England,Australia,Perth Stadium,1,15.0,-0.4000000000000003,200,103,175,False,150.0,True,113,19.0,0.0,,12.0,0.0,0.0,28.0
7740,Sri Lanka_New Zealand_2023-04-08,2023-04-08,R Ravindra,2,1,0,1.0,2,6,Sri Lanka,New Zealand,John Davies Oval,1,-1.0,0.1268907563025223,183,117,180,False,200.0,False,119,0.0,0.0,,3.0,0.0,0.0,26.0
9369,England_West Indies_2007-06-29,2007-06-29,AD Mascarenhas,18,16,0,1.0,2,5,West Indies,England,The Oval,0,-4.0,0.4217948717948729,173,82,105,False,112.5,False,117,12.0,12.0,,42.0,0.0,13.0,2.0
75,New Zealand_Australia_2021-11-14,2021-11-14,AJ Finch,5,7,caught,1.0,2,0,New Zealand,Australia,Dubai International Cricket Stadium,1,157.0,0.5858407079646035,173,1,0,True,71.43,True,15,45.0,18.0,0.0,111.0,45.0,18.0,18.0
8450,New Zealand_Australia_2005-02-17,2005-02-17,CD McMillan,9,8,caught,0.0,2,3,Australia,New Zealand,Eden Park,0,121.0,-2.2,170,44,68,False,112.5,True,62,0.0,12.0,,143.0,0.0,0.0,0.0
297,Australia_Pakistan_2010-07-06,2010-07-06,TD Paine,0,2,caught,0.0,2,1,Pakistan,Australia,Edgbaston,0,140.0,-0.5499999999999998,151,12,17,True,0.0,True,16,68.0,25.0,0.0,70.0,24.0,37.0,1.0
10189,Australia_Pakistan_2016-03-25,2016-03-25,Mohammad Sami,4,2,0,0.0,2,8,Australia,Pakistan,Punjab Cricket Association IS Bindra Stadium,0,21.0,-1.0500000000000007,172,117,165,False,200.0,False,120,6.0,0.0,,0.0,,0.0,8.0
6378,Sri Lanka_Australia_2022-06-07,2022-06-07,PWH de Silva,17,15,caught,0.0,1,5,Australia,Sri Lanka,R. Premadasa Stadium,0,-1.0,-3.171428571428571,128,85,104,False,113.33,True,111,6.0,5.0,0.0,21.0,0.0,0.0,0.0
6335,Afghanistan_Sri Lanka_2022-09-03,2022-09-03,PBB Rajapaksa,31,14,bowled,1.0,2,4,Afghanistan,Sri Lanka,Sharjah Cricket Stadium,1,1.0,0.589130434782609,179,86,120,False,221.43,True,111,14.0,0.0,0.0,24.0,11.0,18.0,38.0
4118,New Zealand_Sri Lanka_2019-01-11,2019-01-11,LRPL Taylor,33,37,caught,1.0,1,3,Sri Lanka,New Zealand,Eden Park,0,-1.0,1.7499999999999991,179,18,22,True,89.19,True,89,0.0,19.0,29.0,127.0,25.0,0.0,0.0
285,Australia_Sri Lanka_2017-02-19,2017-02-19,S Prasanna,7,9,caught,1.0,2,6,Australia,Sri Lanka,GMHBA Stadium,1,54.0,0.1500000000000003,176,76,92,False,77.78,True,92,12.0,0.0,0.0,74.0,6.0,0.0,14.75
2149,West Indies_India_2017-07-09,2017-07-09,E Lewis,125,62,0,1.0,2,0,India,West Indies,Sabina Park,1,-4.0,0.986486486486486,194,1,1,True,201.61,False,111,0.0,23.0,27.0,106.0,24.0,62.0,0.0
4892,India_West Indies_2022-07-29,2022-07-29,R Ashwin,13,9,0,1.0,1,6,West Indies,India,Brian Lara Stadium,0,-1.0,3.4000000000000004,190,97,139,False,144.44,False,120,25.0,6.0,0.0,14.0,6.0,0.0,0.0
3765,Australia_Pakistan_2012-09-05,2012-09-05,DA Warner,22,25,caught and bowled,0.0,1,0,Pakistan,Australia,Dubai International Cricket Stadium,0,-1.0,-1.6174157303370782,89,1,1,True,88.0,True,51,16.0,43.0,0.0,78.0,6.0,65.0,0.0
7718,West Indies_South Africa_2023-03-26,2023-03-26,RR Rossouw,16,4,caught,1.0,2,1,West Indies,South Africa,SuperSport Park,1,78.0,0.8522123893805311,259,66,156,False,400.0,True,72,41.0,0.0,0.0,69.0,0.0,0.0,10.0
3145,Sri Lanka_West Indies_2016-03-20,2016-03-20,J Charles,10,13,bowled,1.0,2,0,Sri Lanka,West Indies,M. Chinnaswamy Stadium,1,83.0,0.827272727272728,127,1,4,True,76.92,True,32,0.0,72.0,0.0,115.0,48.0,0.0,0.0
